https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,всё. свершилось чудо. закончились эти фейковые выборы. выборы без выбора. одно ворьё.
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,ЖОС САНДУ!!!!!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,она уже пролетела
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Да будет срач!)
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Жос Санду предателя Молдовы!!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,А может залетела))
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,:)
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Усатый!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Жос САНДУ
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Жос колхозницу!!!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Бидон президент?:)
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Жос Кулек!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,прощай ихарь
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"пошел, проголосовал испортив бюллетень."
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,А на Западе продолжаются фальмификации
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Jos culiocu mincinos!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Ренато жги.. жос Кулёк !
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Додон!✊🏼🤞🏻
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,его дом тюрьма :)
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"Выбирали нового пастуха, который будет стрич следующие 4 года)))"
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,сейчас узнаем всю прозрачность выборов
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"Додон и Усатый выйдут во второй тур, во будет прикол)))"
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Жос Санду!!!!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Уже летит в Литву?
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,в кондрицу выселять ихаря
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Ох и горят сейчас пердаки у либероты!!!! )))))))
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Maia Sandu-Victorie👏
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,жос кулёк
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Интересно то что выборы выиграет Додон. Но президентом будет Санду
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,кулёк беги.........................
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Его туда сватают уже лет 6 и чет не видно вашей тюрьмы)
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,на метле. хехехе
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Второй тур давай сразу....
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"Сомнительно, основной костяк электората в РМ за Бидона и Санду"
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"Будет здорово,если бидон даже во второй тур не выйдет!!! А то отьест себе ещё 4ый подбородок"
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,Явка на сайте по Молдове ещё шурует.
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,пластинку смени...платят только за один пост!
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"яйцогадатель немножко в панике, не ожидал что диаспора так масово выйдет на выборы и там точно ноль голосов за него, всю шахматную партию испортили."
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,выйдет....скорей всего с Усатым бороться будут
https://point.md/ru/novosti/politika/izbiratel-nye-uchastki-v-strane-zakrylis-nachinaetsia-podschet-golosov,"Кто же станет титульным??? Санда,Чингисхан Курканович,или бельцкий гопник? А об этом мы узнаем во втором туре..."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Вбросы...
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Кто за границей думает что победит Санду и станет лучше в стране?Вы ошибаетесь товарищи.
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Хорошая новость, наверное чусттвуют что Додон в пролете и переобуваться по немножку"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,а у них там очереди
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Спасибо впм за помощь в организации ""каруселей"" за Санду."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Тамбовский волк тебе товарищ.Ну и кулек в придачу...
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,- руководителей МИДеИ и некоторых послов УВОЛИТЬ !
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"В их заграничных странах им станет лучше. А на нас им насрать - они же считают нас лохами, а лохи могут жить и в самой бедной стране мира"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Игарьь беги за билетом в Ростов
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"хоть мало но есть шансы, а с Додоном ни единого, НИ ЕДИНОГО"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,может и он-лайн забронировать :)
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,👍👍👍
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Как голосуем так и живём
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Без лоха жизнь плоха-это предвыборный клич кулька
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Да это невозможно организовать голосование для 1 млн за рубежом. Ни одна страна в мире на такое не способна не говоря уже про РМ
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Цик знает уже результат . Товарищи красноперые для вас самый лучший день заходил вчера
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Добрый вечер. У нас в городе Брешиа (Италия) до сих пор стоят люди
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"не страдайте прошу. Эти люди уехали ЗАРАБОТАТЬ там, 7де их труд ценится, дабы прислать домой. Они хотят изменений дома, чтобы вернутся к своим. Не бредите прошу вас, а откройте глаза"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Действительно, как можно было так организовать выборы, что бы каждый иностранец мог проголосовать по 2-3-4 раза на разных участках?"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,шах и мат Кулековичу
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Считающие нам лохами иностранцы голосуют за Санду и Нэстасе
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Передай привет ,мы гордимся патриотами хоть и заставила вас жизнь покинуть родину."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,А это нарушением не считается?В России тоже продлите?
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Да итак в этой стране президент считается пешкой в этой стране короли парламент и провительство вот оно и решает что где когда и почем
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Да там нет нужды, пусто, нет очереди"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"бэй, пас ку довцы , че не воняете про тирана додона, не дающего голосовать диаспоре? заткнули рты?"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,а в чем их патриотизм заключается?
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Ты ошибаешься думая так!
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Ну уехали - и ладно. Пусть там живут, раз им там милее. Но зачем они голосуют на наших выборах да еще и за тех, кто потом у нас миллиарды крадет???"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"и так понятно, что будет второй тур и тогда уже не продлят"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,да это сказки
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"это нарушение , потом любая из сторон сможет вывернуть в свою сторону!"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,- фактов нет никаких !
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"в английской глубинке "" норхэмптон "" очередь в 200 человек....."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"А если у меня идёт дождь, могу ли подойти завтра в удобное для себя время?"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"в английской глубинке "" норхэмптон "" очередь в 200 человек....."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"Спасибо ребята, от души"
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,"в английской глубинке "" норхэмптон "" очередь в 200 человек....."
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,подстава
https://point.md/ru/novosti/politika/tsik-izbirateli-smogut-progolosovat-posle-21-00-na-uchastkakh-gde-est-ocheredi,Отлично
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Люди которым небезразлична страна, хотя она ничего им не даёт"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Помогите избавить Молдову от додоно-кремлёвских Воров!!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Цирк)
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Есть еще целых три часа, чтобы каждый из нас объяснил простым языком, что красть у граждан своей страны - непозволительно. Не оставайтесь в стороне, выходите на голосование, не позволяйте никому безнаказанно орудовать в Вашем доме."
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Жос Санду!!!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Додон главный жанглер яиц
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Вон эту колхозница..
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,хотят проголосовать за Додона :)
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Уважение!!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Почему 10, а не 20. Жути нужно нагнать как можно больше!"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Вот им делать нечего... традиция, дай малдавану голосовать и всё, хлебом не корми!"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Санду госсдеповская подстилка ..
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,без очередей жить не могут
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Жос Санду!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Дурики, у меня тут в Кишиневе участок под боком. И я не иду голосовать, мне во Франкфурт на работу лететь не надо, я там только на на промежуточные рейсы аэропрту пересаживался когда-то. :)"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Не надорвись...мож пивку!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,за 50 евро они могут и двое суток в очереди стоять :)
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Тупицы
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"а вы думаете,что Майка воровать не будет и поднимет МД с колен?"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Спасибо вам "" диаспора"" за жизнь ,которую вы нам решаете."
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Эти дурики так и будут во Франкфурте стоять в очереди на голосование еще 30 лет, но так и не вернутся жить в Молдову...."
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Нету у Вас ничего-мы быдло....не верите?30 лет наступаем на те же грабли...Это ротация кадров-одни и те же рыла-одни и тех же кумэтрей!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,нельзя позвоилть голосовать после закрытия!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,А я буду летать из Молдовы через Франкфурт в Женеву. :)
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Молодцы. Голосуйте против Кулька!!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,очень ценная информация
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,- неуважение им !
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Жос Санду!!!!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Poate or anihila votul transnistrenilor!
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Синдром отщипенцев, там на чужбине никому не нужны, хотят хоть как то чувствовать что что то решают((("
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Жос кулекыч
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,НЕХЕР СПАТЬ ДО ОБЕДА А ПОТОМ ГОЛОСОВАТЬ
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,вашу медь ! хочу видеть хоть одного немца который в Кишиневе голосует за Меркель в посольстве Германии ))
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,Дома надо голосовать
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,они против Санду голосуют - эта мадам даже не смогла нормально им урны поставить для голосования...а вот в России все ок - очередей нету...
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Pidarazhii de la cec asa si nu s-o invatat sa organizeze alegeri in diaspora, sau cel mai probabil fac intentionat bataie de joc"
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,"Толку с их голования никакого, только потратили свое время и деньги на дорогу."
https://point.md/ru/novosti/obschestvo/vo-frankfurte-liudi-stoiat-po-10-chasov-v-ocheredi-chtoby-progolosovat,-ПОЧЕМУ НЕТ ???
